행정구역,2023년12월_전월인구수_남자인구수,2023년12월_전월인구수_여자인구수,2023년12월_전월인구수_계,2023년12월_당월인구수_남자인구수,2023년12월_당월인구수_여자인구수,2023년12월_당월인구수_계,2023년12월_인구증감_남자인구수,2023년12월_인구증감_여자인구수,2023년12월_인구증감_계,2024년01월_전월인구수_남자인구수,2024년01월_전월인구수_여자인구수,2024년01월_전월인구수_계,2024년01월_당월인구수_남자인구수,2024년01월_당월인구수_여자인구수,2024년01월_당월인구수_계,2024년01월_인구증감_남자인구수,2024년01월_인구증감_여자인구수,2024년01월_인구증감_계,2024년02월_전월인구수_남자인구수,2024년02월_전월인구수_여자인구수,2024년02월_전월인구수_계,2024년02월_당월인구수_남자인구수,2024년02월_당월인구수_여자인구수,2024년02월_당월인구수_계,2024년02월_인구증감_남자인구수,2024년02월_인구증감_여자인구수,2024년02월_인구증감_계,2024년03월_전월인구수_남자인구수,2024년03월_전월인구수_여자인구수,2024년03월_전월인구수_계,2024년03월_당월인구수_남자인구수,2024년03월_당월인구수_여자인구수,2024년03월_당월인구수_계,2024년03월_인구증감_남자인구수,2024년03월_인구증감_여자인구수,2024년03월_인구증감_계,2024년04월_전월인구수_남자인구수,2024년04월_전월인구수_여자인구수,2024년04월_전월인구수_계,2024년04월_당월인구수_남자인구수,2024년04월_당월인구수_여자인구수,2024년04월_당월인구수_계,2024년04월_인구증감_남자인구수,2024년04월_인구증감_여자인구수,2024년04월_인구증감_계,2024년05월_전월인구수_남자인구수,2024년05월_전월인구수_여자인구수,2024년05월_전월인구수_계,2024년05월_당월인구수_남자인구수,2024년05월_당월인구수_여자인구수,2024년05월_당월인구수_계,2024년05월_인구증감_남자인구수,2024년05월_인구증감_여자인구수,2024년05월_인구증감_계,2024년06월_전월인구수_남자인구수,2024년06월_전월인구수_여자인구수,2024년06월_전월인구수_계,2024년06월_당월인구수_남자인구수,2024년06월_당월인구수_여자인구수,2024년06월_당월인구수_계,2024년06월_인구증감_남자인구수,2024년06월_인구증감_여자인구수,2024년06월_인구증감_계,2024년07월_전월인구수_남자인구수,2024년07월_전월인구수_여자인구수,2024년07월_전월인구수_계,2024년07월_당월인구수_남자인구수,2024년07월_당월인구수_여자인구수,2024년07월_당월인구수_계,2024년07월_인구증감_남자인구수,2024년07월_인구증감_여자인구수,2024년07월_인구증감_계,2024년08월_전월인구수_남자인구수,2024년08월_전월인구수_여자인구수,2024년08월_전월인구수_계,2024년08월_당월인구수_남자인구수,2024년08월_당월인구수_여자인구수,2024년08월_당월인구수_계,2024년08월_인구증감_남자인구수,2024년08월_인구증감_여자인구수,2024년08월_인구증감_계,2024년09월_전월인구수_남자인구수,2024년09월_전월인구수_여자인구수,2024년09월_전월인구수_계,2024년09월_당월인구수_남자인구수,2024년09월_당월인구수_여자인구수,2024년09월_당월인구수_계,2024년09월_인구증감_남자인구수,2024년09월_인구증감_여자인구수,2024년09월_인구증감_계,2024년10월_전월인구수_남자인구수,2024년10월_전월인구수_여자인구수,2024년10월_전월인구수_계,2024년10월_당월인구수_남자인구수,2024년10월_당월인구수_여자인구수,2024년10월_당월인구수_계,2024년10월_인구증감_남자인구수,2024년10월_인구증감_여자인구수,2024년10월_인구증감_계,2024년11월_전월인구수_남자인구수,2024년11월_전월인구수_여자인구수,2024년11월_전월인구수_계,2024년11월_당월인구수_남자인구수,2024년11월_당월인구수_여자인구수,2024년11월_당월인구수_계,2024년11월_인구증감_남자인구수,2024년11월_인구증감_여자인구수,2024년11월_인구증감_계,2024년12월_전월인구수_남자인구수,2024년12월_전월인구수_여자인구수,2024년12월_전월인구수_계,2024년12월_당월인구수_남자인구수,2024년12월_당월인구수_여자인구수,2024년12월_당월인구수_계,2024년12월_인구증감_남자인구수,2024년12월_인구증감_여자인구수,2024년12월_인구증감_계,2025년01월_전월인구수_남자인구수,2025년01월_전월인구수_여자인구수,2025년01월_전월인구수_계,2025년01월_당월인구수_남자인구수,2025년01월_당월인구수_여자인구수,2025년01월_당월인구수_계,2025년01월_인구증감_남자인구수,2025년01월_인구증감_여자인구수,2025년01월_인구증감_계,2025년02월_전월인구수_남자인구수,2025년02월_전월인구수_여자인구수,2025년02월_전월인구수_계,2025년02월_당월인구수_남자인구수,2025년02월_당월인구수_여자인구수,2025년02월_당월인구수_계,2025년02월_인구증감_남자인구수,2025년02월_인구증감_여자인구수,2025년02월_인구증감_계,2025년03월_전월인구수_남자인구수,2025년03월_전월인구수_여자인구수,2025년03월_전월인구수_계,2025년03월_당월인구수_남자인구수,2025년03월_당월인구수_여자인구수,2025년03월_당월인구수_계,2025년03월_인구증감_남자인구수,2025년03월_인구증감_여자인구수,2025년03월_인구증감_계,2025년04월_전월인구수_남자인구수,2025년04월_전월인구수_여자인구수,2025년04월_전월인구수_계,2025년04월_당월인구수_남자인구수,2025년04월_당월인구수_여자인구수,2025년04월_당월인구수_계,2025년04월_인구증감_남자인구수,2025년04월_인구증감_여자인구수,2025년04월_인구증감_계,2025년05월_전월인구수_남자인구수,2025년05월_전월인구수_여자인구수,2025년05월_전월인구수_계,2025년05월_당월인구수_남자인구수,2025년05월_당월인구수_여자인구수,2025년05월_당월인구수_계,2025년05월_인구증감_남자인구수,2025년05월_인구증감_여자인구수,2025년05월_인구증감_계,2025년06월_전월인구수_남자인구수,2025년06월_전월인구수_여자인구수,2025년06월_전월인구수_계,2025년06월_당월인구수_남자인구수,2025년06월_당월인구수_여자인구수,2025년06월_당월인구수_계,2025년06월_인구증감_남자인구수,2025년06월_인구증감_여자인구수,2025년06월_인구증감_계,2025년07월_전월인구수_남자인구수,2025년07월_전월인구수_여자인구수,2025년07월_전월인구수_계,2025년07월_당월인구수_남자인구수,2025년07월_당월인구수_여자인구수,2025년07월_당월인구수_계,2025년07월_인구증감_남자인구수,2025년07월_인구증감_여자인구수,2025년07월_인구증감_계,2025년08월_전월인구수_남자인구수,2025년08월_전월인구수_여자인구수,2025년08월_전월인구수_계,2025년08월_당월인구수_남자인구수,2025년08월_당월인구수_여자인구수,2025년08월_당월인구수_계,2025년08월_인구증감_남자인구수,2025년08월_인구증감_여자인구수,2025년08월_인구증감_계,2025년09월_전월인구수_남자인구수,2025년09월_전월인구수_여자인구수,2025년09월_전월인구수_계,2025년09월_당월인구수_남자인구수,2025년09월_당월인구수_여자인구수,2025년09월_당월인구수_계,2025년09월_인구증감_남자인구수,2025년09월_인구증감_여자인구수,2025년09월_인구증감_계,2025년10월_전월인구수_남자인구수,2025년10월_전월인구수_여자인구수,2025년10월_전월인구수_계,2025년10월_당월인구수_남자인구수,2025년10월_당월인구수_여자인구수,2025년10월_당월인구수_계,2025년10월_인구증감_남자인구수,2025년10월_인구증감_여자인구수,2025년10월_인구증감_계,2025년11월_전월인구수_남자인구수,2025년11월_전월인구수_여자인구수,2025년11월_전월인구수_계,2025년11월_당월인구수_남자인구수,2025년11월_당월인구수_여자인구수,2025년11월_당월인구수_계,2025년11월_인구증감_남자인구수,2025년11월_인구증감_여자인구수,2025년11월_인구증감_계,2025년12월_전월인구수_남자인구수,2025년12월_전월인구수_여자인구수,2025년12월_전월인구수_계,2025년12월_당월인구수_남자인구수,2025년12월_당월인구수_여자인구수,2025년12월_당월인구수_계,2025년12월_인구증감_남자인구수,2025년12월_인구증감_여자인구수,2025년12월_인구증감_계
전라남도 장흥군 (4680000000),"17,138","17,969","35,107","17,121","17,925","35,046",-17,-44,-61,"17,121","17,925","35,046","17,084","17,866","34,950",-37,-59,-96,"17,084","17,866","34,950","17,075","17,802","34,877",-9,-64,-73,"17,075","17,802","34,877","17,041","17,769","34,810",-34,-33,-67,"17,041","17,769","34,810","17,002","17,727","34,729",-39,-42,-81,"17,002","17,727","34,729","16,969","17,687","34,656",-33,-40,-73,"16,969","17,687","34,656","16,944","17,689","34,633",-25,2,-23,"16,944","17,689","34,633","16,935","17,659","34,594",-9,-30,-39,"16,935","17,659","34,594","16,925","17,634","34,559",-10,-25,-35,"16,925","17,634","34,559","16,913","17,631","34,544",-12,-3,-15,"16,913","17,631","34,544","16,903","17,626","34,529",-10,-5,-15,"16,903","17,626","34,529","16,870","17,597","34,467",-33,-29,-62,"16,870","17,597","34,467","16,876","17,575","34,451",6,-22,-16,"16,876","17,575","34,451","16,886","17,531","34,417",10,-44,-34,"16,886","17,531","34,417","16,846","17,465","34,311",-40,-66,-106,"16,846","17,465","34,311","16,869","17,450","34,319",23,-15,8,"16,869","17,450","34,319","16,872","17,450","34,322",3,0,3,"16,872","17,450","34,322","16,873","17,435","34,308",1,-15,-14,"16,873","17,435","34,308","16,854","17,436","34,290",-19,1,-18,"16,854","17,436","34,290","16,841","17,394","34,235",-13,-42,-55,"16,841","17,394","34,235","16,838","17,374","34,212",-3,-20,-23,"16,838","17,374","34,212","16,835","17,375","34,210",-3,1,-2,"16,835","17,375","34,210","16,842","17,363","34,205",7,-12,-5,"16,842","17,363","34,205","16,833","17,348","34,181",-9,-15,-24,"16,833","17,348","34,181","16,849","17,352","34,201",16,4,20
전라남도 강진군 (4681000000),"15,946","16,791","32,737","15,949","16,773","32,722",3,-18,-15,"15,949","16,773","32,722","15,961","16,757","32,718",12,-16,-4,"15,961","16,757","32,718","15,940","16,711","32,651",-21,-46,-67,"15,940","16,711","32,651","15,927","16,675","32,602",-13,-36,-49,"15,927","16,675","32,602","15,922","16,665","32,587",-5,-10,-15,"15,922","16,665","32,587","15,893","16,633","32,526",-29,-32,-61,"15,893","16,633","32,526","15,885","16,593","32,478",-8,-40,-48,"15,885","16,593","32,478","15,873","16,573","32,446",-12,-20,-32,"15,873","16,573","32,446","15,842","16,510","32,352",-31,-63,-94,"15,842","16,510","32,352","15,822","16,484","32,306",-20,-26,-46,"15,822","16,484","32,306","15,806","16,469","32,275",-16,-15,-31,"15,806","16,469","32,275","15,758","16,439","32,197",-48,-30,-78,"15,758","16,439","32,197","15,766","16,423","32,189",8,-16,-8,"15,766","16,423","32,189","15,755","16,414","32,169",-11,-9,-20,"15,755","16,414","32,169","15,734","16,351","32,085",-21,-63,-84,"15,734","16,351","32,085","15,726","16,324","32,050",-8,-27,-35,"15,726","16,324","32,050","15,711","16,298","32,009",-15,-26,-41,"15,711","16,298","32,009","15,663","16,271","31,934",-48,-27,-75,"15,663","16,271","31,934","15,641","16,235","31,876",-22,-36,-58,"15,641","16,235","31,876","15,617","16,200","31,817",-24,-35,-59,"15,617","16,200","31,817","15,593","16,174","31,767",-24,-26,-50,"15,593","16,174","31,767","15,562","16,166","31,728",-31,-8,-39,"15,562","16,166","31,728","15,602","16,199","31,801",40,33,73,"15,602","16,199","31,801","15,634","16,215","31,849",32,16,48,"15,634","16,215","31,849","15,601","16,198","31,799",-33,-17,-50
전라남도 해남군 (4682000000),"32,296","32,362","64,658","32,249","32,326","64,575",-47,-36,-83,"32,249","32,326","64,575","32,195","32,249","64,444",-54,-77,-131,"32,195","32,249","64,444","32,115","32,131","64,246",-80,-118,-198,"32,115","32,131","64,246","32,052","32,044","64,096",-63,-87,-150,"32,052","32,044","64,096","32,037","31,979","64,016",-15,-65,-80,"32,037","31,979","64,016","32,015","31,934","63,949",-22,-45,-67,"32,015","31,934","63,949","31,979","31,898","63,877",-36,-36,-72,"31,979","31,898","63,877","31,911","31,836","63,747",-68,-62,-130,"31,911","31,836","63,747","31,848","31,753","63,601",-63,-83,-146,"31,848","31,753","63,601","31,768","31,689","63,457",-80,-64,-144,"31,768","31,689","63,457","31,743","31,651","63,394",-25,-38,-63,"31,743","31,651","63,394","31,700","31,580","63,280",-43,-71,-114,"31,700","31,580","63,280","31,626","31,494","63,120",-74,-86,-160,"31,626","31,494","63,120","31,576","31,426","63,002",-50,-68,-118,"31,576","31,426","63,002","31,526","31,384","62,910",-50,-42,-92,"31,526","31,384","62,910","31,498","31,373","62,871",-28,-11,-39,"31,498","31,373","62,871","31,458","31,286","62,744",-40,-87,-127,"31,458","31,286","62,744","31,427","31,241","62,668",-31,-45,-76,"31,427","31,241","62,668","31,363","31,194","62,557",-64,-47,-111,"31,363","31,194","62,557","31,323","31,157","62,480",-40,-37,-77,"31,323","31,157","62,480","31,314","31,087","62,401",-9,-70,-79,"31,314","31,087","62,401","31,280","31,017","62,297",-34,-70,-104,"31,280","31,017","62,297","31,249","30,941","62,190",-31,-76,-107,"31,249","30,941","62,190","31,260","30,921","62,181",11,-20,-9,"31,260","30,921","62,181","31,269","30,919","62,188",9,-2,7
전라남도 영암군 (4683000000),"27,347","24,946","52,293","27,372","24,978","52,350",25,32,57,"27,372","24,978","52,350","27,359","24,972","52,331",-13,-6,-19,"27,359","24,972","52,331","27,279","24,901","52,180",-80,-71,-151,"27,279","24,901","52,180","27,272","24,857","52,129",-7,-44,-51,"27,272","24,857","52,129","27,257","24,793","52,050",-15,-64,-79,"27,257","24,793","52,050","27,198","24,760","51,958",-59,-33,-92,"27,198","24,760","51,958","27,165","24,710","51,875",-33,-50,-83,"27,165","24,710","51,875","27,129","24,669","51,798",-36,-41,-77,"27,129","24,669","51,798","27,075","24,594","51,669",-54,-75,-129,"27,075","24,594","51,669","27,025","24,548","51,573",-50,-46,-96,"27,025","24,548","51,573","26,970","24,501","51,471",-55,-47,-102,"26,970","24,501","51,471","26,972","24,484","51,456",2,-17,-15,"26,972","24,484","51,456","26,939","24,452","51,391",-33,-32,-65,"26,939","24,452","51,391","26,871","24,390","51,261",-68,-62,-130,"26,871","24,390","51,261","26,836","24,280","51,116",-35,-110,-145,"26,836","24,280","51,116","26,762","24,209","50,971",-74,-71,-145,"26,762","24,209","50,971","26,784","24,200","50,984",22,-9,13,"26,784","24,200","50,984","26,736","24,121","50,857",-48,-79,-127,"26,736","24,121","50,857","26,697","24,092","50,789",-39,-29,-68,"26,697","24,092","50,789","26,537","23,944","50,481",-160,-148,-308,"26,537","23,944","50,481","26,458","23,871","50,329",-79,-73,-152,"26,458","23,871","50,329","26,444","23,820","50,264",-14,-51,-65,"26,444","23,820","50,264","26,394","23,776","50,170",-50,-44,-94,"26,394","23,776","50,170","26,368","23,763","50,131",-26,-13,-39,"26,368","23,763","50,131","26,351","23,718","50,069",-17,-45,-62
전라남도 무안군 (4684000000),"45,469","44,901","90,370","45,431","44,865","90,296",-38,-36,-74,"45,431","44,865","90,296","45,440","44,898","90,338",9,33,42,"45,440","44,898","90,338","45,322","44,808","90,130",-118,-90,-208,"45,322","44,808","90,130","45,343","44,754","90,097",21,-54,-33,"45,343","44,754","90,097","45,359","44,797","90,156",16,43,59,"45,359","44,797","90,156","45,356","44,831","90,187",-3,34,31,"45,356","44,831","90,187","45,535","45,009","90,544",179,178,357,"45,535","45,009","90,544","45,637","45,170","90,807",102,161,263,"45,637","45,170","90,807","46,002","45,583","91,585",365,413,778,"46,002","45,583","91,585","46,195","45,814","92,009",193,231,424,"46,195","45,814","92,009","46,399","45,940","92,339",204,126,330,"46,399","45,940","92,339","46,462","46,025","92,487",63,85,148,"46,462","46,025","92,487","46,533","46,154","92,687",71,129,200,"46,533","46,154","92,687","46,624","46,303","92,927",91,149,240,"46,624","46,303","92,927","46,775","46,429","93,204",151,126,277,"46,775","46,429","93,204","46,935","46,511","93,446",160,82,242,"46,935","46,511","93,446","47,083","46,639","93,722",148,128,276,"47,083","46,639","93,722","47,134","46,675","93,809",51,36,87,"47,134","46,675","93,809","47,291","46,812","94,103",157,137,294,"47,291","46,812","94,103","47,714","47,141","94,855",423,329,752,"47,714","47,141","94,855","47,936","47,327","95,263",222,186,408,"47,936","47,327","95,263","48,115","47,452","95,567",179,125,304,"48,115","47,452","95,567","48,131","47,428","95,559",16,-24,-8,"48,131","47,428","95,559","48,068","47,362","95,430",-63,-66,-129,"48,068","47,362","95,430","48,127","47,465","95,592",59,103,162
전라남도 함평군 (4686000000),"15,494","15,116","30,610","15,505","15,096","30,601",11,-20,-9,"15,505","15,096","30,601","15,469","15,054","30,523",-36,-42,-78,"15,469","15,054","30,523","15,454","15,012","30,466",-15,-42,-57,"15,454","15,012","30,466","15,440","14,965","30,405",-14,-47,-61,"15,440","14,965","30,405","15,433","14,960","30,393",-7,-5,-12,"15,433","14,960","30,393","15,422","14,944","30,366",-11,-16,-27,"15,422","14,944","30,366","15,422","14,926","30,348",0,-18,-18,"15,422","14,926","30,348","15,387","14,892","30,279",-35,-34,-69,"15,387","14,892","30,279","15,351","14,857","30,208",-36,-35,-71,"15,351","14,857","30,208","15,312","14,795","30,107",-39,-62,-101,"15,312","14,795","30,107","15,284","14,774","30,058",-28,-21,-49,"15,284","14,774","30,058","15,256","14,762","30,018",-28,-12,-40,"15,256","14,762","30,018","15,255","14,755","30,010",-1,-7,-8,"15,255","14,755","30,010","15,215","14,698","29,913",-40,-57,-97,"15,215","14,698","29,913","15,197","14,668","29,865",-18,-30,-48,"15,197","14,668","29,865","15,230","14,641","29,871",33,-27,6,"15,230","14,641","29,871","15,212","14,601","29,813",-18,-40,-58,"15,212","14,601","29,813","15,184","14,572","29,756",-28,-29,-57,"15,184","14,572","29,756","15,168","14,565","29,733",-16,-7,-23,"15,168","14,565","29,733","15,154","14,532","29,686",-14,-33,-47,"15,154","14,532","29,686","15,111","14,485","29,596",-43,-47,-90,"15,111","14,485","29,596","15,074","14,467","29,541",-37,-18,-55,"15,074","14,467","29,541","15,050","14,464","29,514",-24,-3,-27,"15,050","14,464","29,514","15,055","14,457","29,512",5,-7,-2,"15,055","14,457","29,512","15,028","14,430","29,458",-27,-27,-54
전라남도 영광군 (4687000000),"25,921","25,919","51,840","25,874","25,876","51,750",-47,-43,-90,"25,874","25,876","51,750","25,849","25,821","51,670",-25,-55,-80,"25,849","25,821","51,670","25,815","25,794","51,609",-34,-27,-61,"25,815","25,794","51,609","25,777","25,775","51,552",-38,-19,-57,"25,777","25,775","51,552","25,758","25,734","51,492",-19,-41,-60,"25,758","25,734","51,492","25,703","25,705","51,408",-55,-29,-84,"25,703","25,705","51,408","25,704","25,672","51,376",1,-33,-32,"25,704","25,672","51,376","25,693","25,647","51,340",-11,-25,-36,"25,693","25,647","51,340","25,721","25,711","51,432",28,64,92,"25,721","25,711","51,432","25,844","25,844","51,688",123,133,256,"25,844","25,844","51,688","25,985","25,963","51,948",141,119,260,"25,985","25,963","51,948","26,014","25,985","51,999",29,22,51,"26,014","25,985","51,999","26,061","26,037","52,098",47,52,99,"26,061","26,037","52,098","26,156","26,116","52,272",95,79,174,"26,156","26,116","52,272","26,200","26,108","52,308",44,-8,36,"26,200","26,108","52,308","26,291","26,196","52,487",91,88,179,"26,291","26,196","52,487","26,362","26,262","52,624",71,66,137,"26,362","26,262","52,624","26,419","26,305","52,724",57,43,100,"26,419","26,305","52,724","26,499","26,383","52,882",80,78,158,"26,499","26,383","52,882","26,579","26,454","53,033",80,71,151,"26,579","26,454","53,033","26,635","26,507","53,142",56,53,109,"26,635","26,507","53,142","26,643","26,548","53,191",8,41,49,"26,643","26,548","53,191","26,642","26,576","53,218",-1,28,27,"26,642","26,576","53,218","26,699","26,609","53,308",57,33,90,"26,699","26,609","53,308","26,817","26,709","53,526",118,100,218
전라남도 장성군 (4688000000),"21,864","20,613","42,477","21,892","20,651","42,543",28,38,66,"21,892","20,651","42,543","21,842","20,637","42,479",-50,-14,-64,"21,842","20,637","42,479","21,838","20,658","42,496",-4,21,17,"21,838","20,658","42,496","21,809","20,640","42,449",-29,-18,-47,"21,809","20,640","42,449","21,774","20,615","42,389",-35,-25,-60,"21,774","20,615","42,389","21,700","20,547","42,247",-74,-68,-142,"21,700","20,547","42,247","21,689","20,544","42,233",-11,-3,-14,"21,689","20,544","42,233","21,687","20,560","42,247",-2,16,14,"21,687","20,560","42,247","21,645","20,532","42,177",-42,-28,-70,"21,645","20,532","42,177","21,649","20,480","42,129",4,-52,-48,"21,649","20,480","42,129","21,597","20,461","42,058",-52,-19,-71,"21,597","20,461","42,058","21,586","20,501","42,087",-11,40,29,"21,586","20,501","42,087","21,548","20,478","42,026",-38,-23,-61,"21,548","20,478","42,026","21,534","20,490","42,024",-14,12,-2,"21,534","20,490","42,024","21,531","20,523","42,054",-3,33,30,"21,531","20,523","42,054","21,740","20,720","42,460",209,197,406,"21,740","20,720","42,460","21,839","20,816","42,655",99,96,195,"21,839","20,816","42,655","21,936","20,851","42,787",97,35,132,"21,936","20,851","42,787","21,959","20,883","42,842",23,32,55,"21,959","20,883","42,842","22,006","20,887","42,893",47,4,51,"22,006","20,887","42,893","21,980","20,859","42,839",-26,-28,-54,"21,980","20,859","42,839","22,007","20,874","42,881",27,15,42,"22,007","20,874","42,881","22,008","20,834","42,842",1,-40,-39,"22,008","20,834","42,842","22,028","20,863","42,891",20,29,49,"22,028","20,863","42,891","22,038","20,920","42,958",10,57,67
전라남도 완도군 (4689000000),"23,584","23,142","46,726","23,545","23,096","46,641",-39,-46,-85,"23,545","23,096","46,641","23,453","23,077","46,530",-92,-19,-111,"23,453","23,077","46,530","23,406","22,993","46,399",-47,-84,-131,"23,406","22,993","46,399","23,344","22,947","46,291",-62,-46,-108,"23,344","22,947","46,291","23,335","22,891","46,226",-9,-56,-65,"23,335","22,891","46,226","23,297","22,864","46,161",-38,-27,-65,"23,297","22,864","46,161","23,273","22,830","46,103",-24,-34,-58,"23,273","22,830","46,103","23,257","22,757","46,014",-16,-73,-89,"23,257","22,757","46,014","23,219","22,693","45,912",-38,-64,-102,"23,219","22,693","45,912","23,169","22,668","45,837",-50,-25,-75,"23,169","22,668","45,837","23,127","22,627","45,754",-42,-41,-83,"23,127","22,627","45,754","23,102","22,600","45,702",-25,-27,-52,"23,102","22,600","45,702","23,072","22,559","45,631",-30,-41,-71,"23,072","22,559","45,631","23,014","22,489","45,503",-58,-70,-128,"23,014","22,489","45,503","22,967","22,418","45,385",-47,-71,-118,"22,967","22,418","45,385","22,937","22,386","45,323",-30,-32,-62,"22,937","22,386","45,323","22,923","22,340","45,263",-14,-46,-60,"22,923","22,340","45,263","22,890","22,299","45,189",-33,-41,-74,"22,890","22,299","45,189","22,875","22,233","45,108",-15,-66,-81,"22,875","22,233","45,108","22,792","22,188","44,980",-83,-45,-128,"22,792","22,188","44,980","22,752","22,156","44,908",-40,-32,-72,"22,752","22,156","44,908","22,722","22,116","44,838",-30,-40,-70,"22,722","22,116","44,838","22,693","22,068","44,761",-29,-48,-77,"22,693","22,068","44,761","22,653","22,023","44,676",-40,-45,-85,"22,653","22,023","44,676","22,628","21,985","44,613",-25,-38,-63
전라남도 진도군 (4690000000),"14,453","14,538","28,991","14,453","14,526","28,979",0,-12,-12,"14,453","14,526","28,979","14,413","14,525","28,938",-40,-1,-41,"14,413","14,525","28,938","14,386","14,494","28,880",-27,-31,-58,"14,386","14,494","28,880","14,383","14,477","28,860",-3,-17,-20,"14,383","14,477","28,860","14,358","14,449","28,807",-25,-28,-53,"14,358","14,449","28,807","14,324","14,424","28,748",-34,-25,-59,"14,324","14,424","28,748","14,287","14,430","28,717",-37,6,-31,"14,287","14,430","28,717","14,261","14,443","28,704",-26,13,-13,"14,261","14,443","28,704","14,252","14,438","28,690",-9,-5,-14,"14,252","14,438","28,690","14,217","14,406","28,623",-35,-32,-67,"14,217","14,406","28,623","14,203","14,366","28,569",-14,-40,-54,"14,203","14,366","28,569","14,198","14,347","28,545",-5,-19,-24,"14,198","14,347","28,545","14,173","14,305","28,478",-25,-42,-67,"14,173","14,305","28,478","14,135","14,239","28,374",-38,-66,-104,"14,135","14,239","28,374","14,130","14,218","28,348",-5,-21,-26,"14,130","14,218","28,348","14,151","14,206","28,357",21,-12,9,"14,151","14,206","28,357","14,157","14,201","28,358",6,-5,1,"14,157","14,201","28,358","14,147","14,182","28,329",-10,-19,-29,"14,147","14,182","28,329","14,147","14,176","28,323",0,-6,-6,"14,147","14,176","28,323","14,105","14,114","28,219",-42,-62,-104,"14,105","14,114","28,219","14,090","14,073","28,163",-15,-41,-56,"14,090","14,073","28,163","14,079","14,057","28,136",-11,-16,-27,"14,079","14,057","28,136","14,031","14,021","28,052",-48,-36,-84,"14,031","14,021","28,052","14,031","13,986","28,017",0,-35,-35,"14,031","13,986","28,017","14,012","13,952","27,964",-19,-34,-53
전라남도 신안군 (4691000000),"20,485","17,558","38,043","20,514","17,523","38,037",29,-35,-6,"20,514","17,523","38,037","20,525","17,519","38,044",11,-4,7,"20,525","17,519","38,044","20,565","17,523","38,088",40,4,44,"20,565","17,523","38,088","20,600","17,581","38,181",35,58,93,"20,600","17,581","38,181","20,600","17,591","38,191",0,10,10,"20,600","17,591","38,191","20,593","17,602","38,195",-7,11,4,"20,593","17,602","38,195","20,613","17,609","38,222",20,7,27,"20,613","17,609","38,222","20,583","17,596","38,179",-30,-13,-43,"20,583","17,596","38,179","20,584","17,590","38,174",1,-6,-5,"20,584","17,590","38,174","20,574","17,559","38,133",-10,-31,-41,"20,574","17,559","38,133","20,554","17,533","38,087",-20,-26,-46,"20,554","17,533","38,087","20,583","17,519","38,102",29,-14,15,"20,583","17,519","38,102","20,625","17,548","38,173",42,29,71,"20,625","17,548","38,173","20,654","17,567","38,221",29,19,48,"20,654","17,567","38,221","20,749","17,627","38,376",95,60,155,"20,749","17,627","38,376","20,896","17,798","38,694",147,171,318,"20,896","17,798","38,694","20,953","17,882","38,835",57,84,141,"20,953","17,882","38,835","21,025","17,908","38,933",72,26,98,"21,025","17,908","38,933","21,046","17,950","38,996",21,42,63,"21,046","17,950","38,996","21,027","17,928","38,955",-19,-22,-41,"21,027","17,928","38,955","21,000","17,930","38,930",-27,2,-25,"21,000","17,930","38,930","20,997","17,886","38,883",-3,-44,-47,"20,997","17,886","38,883","21,480","18,423","39,903",483,537,"1,020","21,480","18,423","39,903","22,270","19,275","41,545",790,852,"1,642","22,270","19,275","41,545","22,430","19,428","41,858",160,153,313
